title,author,publisher,isbn,year,pages
Color atlas of biochemistry.,Jan Koolman::Klaus-Heinrich Röhm,Thieme,978-3-13-100371-3,1996,435
Managing your software project - a student's guide.,Ian W. Ricketts,Springer,978-3-540-76046-7,1998,103
Program verification using ada.,Andrew D. McGettrick,Cambridge University Press,978-0-521-28531-5,1982,345
Eclipse IDE pocket guide - using the full-featured IDE.,Ed Burnette,O'Reilly,978-0-596-10065-0,2005,117
Sicherheitsrisiko Web-Anwendung - wie Web-Programmierer Sicherheitslücken erkennen und vermeiden.,Sverre H. Huseby,dpunkt.verlag,978-3-89864-259-0,2004,241
Curves and surfaces in computer aided geometric design.,Fujio Yamaguchi,Springer,978-0-387-17449-5,1988,378
Introductory logic and sets for computer scientists.,Nimal Nissanke,Addison-Wesley-Longman,978-0-201-17957-6,1998,384
"Expert Bytes - Computer Expertise in Forensic Documents: Players, Needs, Resources and Pitfalls.",Vlad Atanasiu,CRC Press,978-1-4665-9190-5,2014,198
Applied groundwater modeling - simulation of flow and advective transport (4. pr.).,Mary P. Anderson::William W. Woessner,Academic Press,978-0-12-059485-6,1994,381
Algorithms for nonlinear programming and multiple-objective decisions.,Berç Rustem,Wiley,978-0-471-97850-3,1998,304
Einführung in die theoretische Informatik - formale Sprachen und Automatentheorie (4. Aufl.).,Ulrich Hedtstück,Oldenbourg,,2007,178
Computers and graph theory - representing knowledge for processing by computers.,Ramachandran Bharath,Prentice Hall,978-0-13-161605-9,1991,134
"Simple games - desirability relations, trading, pseudoweightings.",Alan D. Taylor::William S. Zwicker,Princeton University Press,978-0-691-00120-3,1999,246
IMS learning design best practice and implementation guide - version 1.0 final specification.,,IMS Global Learning Consortium,,2003,138
ABAP Objects - ein Lehr-und Trainingsbuch für die klassische und objektorientierte Programmierung.,Rainer Kelch,dpunkt.verlag,978-3-932588-57-0,2002,406
Desktop Publishing mit FrameMaker.,Jürgen Gulbins,Springer,978-3-540-54455-5,1992,651
Oberon-2 Programming with Windows,Jörg R. Mühlbacher::Bernhard Leisch::Brian Kirk::Ulrich Kreuzeder,Springer,978-3-540-62522-3,1997,
Multidimensional systems theory and applications (2. ed.).,Nirmal K. Bose,Kluwer,978-1-4020-1623-3,2003,269
Erlang Programming - A Concurrent Approach to Software Development.,Francesca Cesarini::Simon Thompson,O'Reilly,978-0-596-51818-9,2009,470
Applescript in a nutshell - a desktop in a nutshell.,Bruce W. Perry,O'Reilly,978-1-56592-841-1,2001,499
Natural language processing technologies in artificial intelligence - the science and industry perspective.,Klaus K. Obermeier,Ellis Horwood,978-0-13-611609-7,1989,263
.NET compact framework - pocket guide: up and running with smart device development.,Wei-Meng Lee,O'Reilly,978-0-596-00757-7,2004,105
Parallel programming - techniques and applications using networked workstations and parallel computers (2. ed.).,Barry Wilkinson::Michael Allen,Pearson Education,978-0-13-191865-8,2005,465
Logic and programming in logic.,Ramin Yasdi,Morgan Kaufmann,978-1-898931-02-7,1997,279
ACM Turing award lectures - the first twenty years ; 1966 to 1985.,,Addison-Wesley,978-0-201-07794-0,1987,483
Quantum Circuit Simulation.,George F. Viamontes::Igor L. Markov::John P. Hayes,Springer,978-90-481-3064-1,2009,190
The year 2000 software problem - quantifying the costs and assessing the consequences.,Capers Jones,Addison-Wesley-Longman,978-0-201-30964-5,1998,335
Oracle in a nutshell - covers Oracle versions through Oracle9i: a desktop quick reference.,Rick Greenwald::David C. Kreines,O'Reilly,978-0-596-00336-4,2002,906
Analysis and comparison of relational database systems.,Patrick Valduriez::Georges Gardarin,Addison-Wesley,978-0-201-19940-6,1989,280
Linear and Nonlinear Inverse Problems with Practical Applications.,Jennifer L. Mueller::Samuli Siltanen,SIAM,978-1-61197-233-7,2012,351
The design of data structures and algorithms.,Jan J. van Amstel::J. A. Poirters,Prentice Hall,978-0-13-199936-7,1989,334
"Proof, Computation and Agency - Logic at the Crossroads.",,Springer,978-94-007-0079-6,2011,
Struktur und Analyse von Free-Choice-Petrinetzen.,Jörg Desel,Deutscher Universitätsverlag,978-3-8244-2030-8,1992,198
Performance of TCP / IP over ATM Networks.,Mahbub Hassan::Mohammed Atiquzzaman,Artech House,978-1-58053-037-8,2000,236
3D imaging.,Ulrike Häßler,Springer,978-3-540-61170-7,1997,405
Concurrent programming.,Alan Burns 0001::Geoffrey Davies,Addison-Wesley,978-0-201-54417-6,1993,377
Artificial vision for mobile robots - stereo vision and multisensory perception.,Nicholas Ayache,MIT Press,978-0-262-01124-2,1991,342
Modultest und Modulverifikation.,Peter Liggesmeyer,BI-Wissenschaftsverlag,978-3-411-14361-0,1990,321
Hybrid intelligent systems.,Larry R. Medsker,Kluwer,978-0-7923-9588-1,1995,295
"Service-orientierte Architekturen mit Web Services - Konzepte, Standards, Praxis (2. Aufl.).",Ingo Melzer,Spektrum Akademischer Verlag,978-3-8274-1885-2,2007,356
Automated network management systems - current and future capabilities.,Douglas E. Comer,Pearson Education,,2007,342
Internetworking multimedia.,Jon Crowcroft::Mark Handley::Ian Wakeman,Taylor & Francis,978-0-748-40807-8,1999,290
Abelian varieties.,Serge Lang,Springer,978-3-540-90875-3,1983,256
Computer insecurity - risking the system.,Steven Furnell,Springer,978-1-85233-943-2,2005,240
PHP hacks - tips and tools for creating dynamic web sites.,Jack D. Herrington,O'Reilly,978-0-596-10139-8,2005,443
"Perl hacks - tips and tools for programming, debugging, and surviving.",Damian Conway::Curtis Poe,O'Reilly,978-0-596-52674-0,2006,273
Betriebssysteme (2. Aufl.).,Lutz Richter,Teubner,978-3-519-02253-4,1985,293
Effective Software Maintenance and Evolution - A Reuse-Based Approach.,Stanislaw Jarzabek,Auerbach Publ.,978-0-8493-3592-1,2007,392
Programmieren in C++ - Borland-Versionen.,Henning Mittelbach,Teubner,978-3-519-02998-4,1998,320
"Introduction to scientific, symbolic and graphical computation.",Eugene Fiume,A K Peters,978-1-56881-051-5,1995,306
Cognitive systems engineering.,Jens Rasmussen::Annelise Mark Pejtersen::L. P. Goodstein,Wiley,978-0-471-01198-9,1994,378
"JUnit in Action, 2nd Edition.",Petar Tahchiev::Felipe Leme::Vincent Massol::Gary Gregory,Manning Publications Company,978-1-935182-02-3,2011,467
Programming SQL server 2005 - prepare for deeper SQL server waters.,Bill Hamilton,O'Reilly,978-0-596-00479-8,2006,571
Crashkurs Mathematik für Informatiker.,Stasys Jukna,Teubner,978-3-8351-0216-3,2008,315
PLTMG - a software package for solving elliptic partial differential equations: users' guide 8.0.,Randolph E. Bank,SIAM,978-0-89871-409-8,1998,110
Photonic Network-on-Chip Design.,Keren Bergman::Luca P. Carloni::Aleksandr Biberman::Johnnie Chan::Gilbert Hendry,Springer,978-1-4419-9334-2,2014,213
Neural computing - theory and practice.,Philip D. Wasserman,Van Nostrand Reinhold,978-0-442-20743-4,1989,230
Das Verhalten verteilter Systeme.,Wolfgang Reisig,Oldenbourg,978-3-486-20516-9,1987,96
Head first servlets and JSP - a brain-friendly study guide.,Bryan Basham::Kathy Sierra::Bert Bates,O'Reilly,978-0-596-00540-5,2004,854
Computer publishing - Grundlagen und Anwendungen.,Ulrich Schmitt,Springer,978-3-540-60316-0,1997,481
Functional programming using standard ML.,Åke Wikström,Prentice Hall,978-0-13-331661-2,1987,476
JavaServer faces - building web-based user interfaces.,Hans Bergsten,O'Reilly,978-0-596-00539-9,2004,589
Ajax - the definitive guide: interactive applications for the web.,Anthony T. Holdener,O'Reilly,978-0-596-52838-6,2008,957
Innovative Interaktionstechniken in der Visualisierung.,Wolfgang Felger,Springer,978-3-540-59315-7,1995,175
Prospects for functional programming in software engineering.,Jean-Pierre Banâtre::Simon B. Jones::Daniel Le Métayer,Springer,978-3-540-53852-3,1991,210
Probability with Martingales.,David Williams,Cambridge University Press,978-0-521-40605-5,1991,251
Executive guide to business success through human-centred systems.,Andrew Ainger::Rukesh Kaura::Richard Ennals,Springer,978-3-540-19929-8,1995,181
Introduction to programming with specifications - a mathematical approach.,Ryszard Kubiak::Roman Rudzinski::Stefan Sokolowski,Academic Press,978-0-12-427620-8,1991,267
Relevance in argumentation.,Douglas N. Walton,Lawrence Erlbaum,978-0-8058-4760-4,2003,311
Dependencies in relational databases.,Bernhard Thalheim,Teubner,978-3-8154-2020-1,1991,220
Information architecture for the world wide web - designing large-scale web sites: introduces tagging and advanced findability concepts (3. ed.).,Peter Morville::Louis B. Rosenfeld,O'Reilly,978-0-596-52734-1,2007,504
"Geospatial analysis - a comprehensive guide to principles, techniques and software tools (2. ed.).",Michael J. De Smith::Michael F. Goodchild::Paul A. Longley,Metador,978-1-906221-98-0,2007,491
Quantum Computing since Democritus.,Scott Aaronson,Cambridge University Press,978-0-521-19956-8,2013,370
Reflexionen vor Reflexen - Memoiren eines Forschers.,Wolfgang Bibel,Cuvillier,978-3-7369-9524-6,2017,445
A position for discussion: to the Dagstuhl history of software engineering conference attendees - structured analysis time line: an approach to structured analysis: talks about structured analysis.,Douglas T. Ross,Dagstuhl,,1996,
Information systems methodologies - a framework for understanding (2. ed.).,T. William Olle::Jacques Hagelstein::Ian G. MacDonald::Colette Rolland::Henk G. Sol,Addison-Wesley,978-0-201-54443-5,1991,401
"SQL in a nutshell - a desktop quick reference: covers SQL Server, MySQL, Oracle and PostgreSQL.",Kevin E. Kline::Daniel Kline,O'Reilly,978-1-56592-744-5,2001,214
Hardware / software co-design - an annotated bibliography.,Klaus Buchenrieder,IT Press,978-0-9639887-7-5,1994,192
"Listen, Bäume und Graphen als Objekte - mit Beispielen in Object Pascal.",Daniel Schaerer,Springer,978-3-211-82578-5,1994,220
Automobilergonomie.,Heiner Bubb::Klaus Bengler::Rainer E. Grünen::Mark Vollrath,SpringerVieweg,978-3-8348-1890-4,2015,707
Vom Lösen numerischer Probleme - Ein Streifzug entlang der SIAM 10x10-Digit Challenge.,Folkmar Bornemann::Dirk Laurie::Stan Wagon::Jörg Waldvogel,Springer,978-3-540-34114-7,2006,381
Möglichkeiten und Gefahren der Informationsgesellschaft.,Herbert Kubicek,Wilhelm Schickard Institut für Informatik,,1999,113
"Web security and commerce - risks, technologies, and strategies.",Simson L. Garfinkel::Gene Spafford,O'Reilly,978-1-56592-269-3,1997,483
Learning UML 2.0 - a pragmatic introduction to UML.,Russ Miles::Kim Hamilton,O'Reilly,978-0-596-00982-3,2006,269
Abelian L-adic representation and elliptic curves.,Jean-Pierre Serre,Addison-Wesley,978-0-201-09384-1,1989,
"Decision analysis, location models, and scheduling problems.",Horst A. Eiselt::Carl-Louis Sandblom,Springer,978-3-540-40338-8,2004,457
HTML & CSS - The Good Parts: Better Ways to Build Websites That Work.,Ben Henick,O'Reilly,978-0-596-15760-9,2010,318
Introduction to Nonparametric Estimation.,Alexandre B. Tsybakov,Springer,978-0-387-79051-0::978-0-387-79052-7,2009,214
Design of dependable Ada software.,Gilles Motet::Alain Mapinard::Jean C. Geoffroy,Prentice Hall,978-0-13-204967-2,1995,407
The Turing test and the frame problem - AI's mistaken understanding of intelligence.,Larry J. Crockett,Ablex Publishing Corporation,978-0-89391-926-9,1994,216
Introduction to Interval Analysis.,Ramon E. Moore::R. Baker Kearfott::Michael J. Cloud,SIAM,978-0-89871-669-6,2009,223
Multimedia encryption and watermarking.,Borko Furht::Edin Muharemagic::Daniel Socek,Springer,978-0-387-24425-9,2005,
Linux für Durchstarter.,Fred Hantelmann,Springer,978-3-540-61178-3,1997,345
Application of numbertheoretic methods to the numerics of computerized tomography.,M. Revers::Peter Zinterhof,Oldenbourg,,1992,
Lehren vom Leben - Essays über Mensch und Gesellschaft.,Wolfgang Bibel,DUV,978-3-8244-4519-6,2003,339
Gewöhnliche Differentialgleichungen.,Helmut Werner::Herbert Arndt,Springer,978-3-540-15288-0,1986,335
Theorie der neuronalen Netze - eine systematische Einführung.,Raúl Rojas 0001,Springer,978-3-540-56353-2,1993,446
MATLAB für Ingenieure - systematische und praktische Einführung.,Adrian Biran::Moshe Breiner,Addison-Wesley,978-3-89319-856-6,1995,479
Strategic Negotiation in Multiagent Environments.,Sarit Kraus,MIT Press,978-0-262-11264-2,2001,266
Programming classics - implementing the world's best algorithms.,Ian Oliver,Prentice Hall,978-0-13-100413-9,1994,386
"Seminal Contributions to Information Systems Engineering, 25 Years of CAiSE",,Springer,978-3-642-36925-4::978-3-642-36926-1,2013,
Database Design - Know It All.,Stephen Buxton::Lowell Fryman::Ralf Hartmut Güting::Terry A. Halpin::Jan L. Harrington::William H. Inmon::Sam Lightstone::Jim Melton::Tony Morgan::Thomas P. Nadeau::Bonnie O'Neil::Elizabeth J. O'Neil::Patrick E. O'Neil::Markus Schneider 0001::Graeme Simsion::Toby J. Teorey::Graham Witt,Morgan Kaufmann,978-0-12-374630-6,2008,349
Domain-Specific Languages.,Martin Fowler,Addison-Wesley,978-0-321-71294-3,2011,597
Subrecursive programming systems - complexity and succinctness.,James S. Royer::John Case,Birkhäuser,978-3-7643-3767-4,1994,252
"Hadoop - The Definitive Guide: Storage and Analysis at Internet Scale (4. ed., revised & updated).",Tom White,O'Reilly,978-1-491-90163-2,2015,727
JavaScript Patterns - Build Better Applications with Coding and Design Patterns.,Stoyan Stefanov,O'Reilly,978-0-596-80675-0,2010,216
Agent intelligence through data mining.,Andreas L. Symeonidis::Pericles A. Mitkas,Springer,978-0-387-24352-8,2005,200
DNS on Windows NT - help for Windows NT system administrators.,Paul Albitz::Matt Larson::Cricket Liu,O'Reilly,978-1-56592-511-3,1998,329
Programming with generators - an introduction.,Alfs T. Berztiss,Ellis Horwood,978-0-13-739087-8,1990,194
Farbmanagement für Fotografen - ein Praxishandbuch für den digitalen Foto-Workflow.,Tim Grey,dpunkt.verlag,978-3-89864-329-0,2005,271
Eine deklarative Komponentenarchitektur und Interaktionsbausteine für dreidimensionale multimediale Anwendungen.,Raimund Dachselt,Der Andere Verlag,978-3-89959-271-9,2004,209
Methoden der digitalen Bildsignalverarbeitung.,Piero Zamperoni,Vieweg,978-3-528-03365-1,1989,263
Computational molecular biology - an introduction.,Peter Clote::Rolf Backofen,Wiley-VCH,978-0-471-87252-8,2005,286
Data communications and interoperability.,Richard W. Markley,Prentice Hall,978-0-13-200478-7,1990,236
"Mathematik der digitalen Medien - präzise, verständlich, einleuchtend.",Martin Bossert::Sebastian Bossert,VDE-Verlag,978-3-8007-3137-4,2010,270
"Utility computing technologies, standards, and strategies.",Alfredo Mendoza,Artech House,978-1-59693-024-7,2007,280
Wirtschaftsinformatik-Lexikon (7. Aufl.).,Lutz J. Heinrich::Armin Heinzl::Friedrich Roithmayr,Oldenbourg,978-3-486-27540-7,2004,935
Universal Semantic Communication.,Brendan Juba,Springer,978-3-642-23296-1,2011,397
Qualitative reasoning - modeling and the generation of behavior.,Hannes Werthner,Springer,978-3-211-82579-2,1994,179
Effective computer display design.,William W. Banks Jr.::John Weimer,Prentice Hall,978-0-13-401027-4,1992,
Multi-modal scene understanding using probabilistic models.,Sven Wachsmuth,Ibidem-Verlag,978-3-89821-271-7,2003,205
Stepping into virtual reality.,Mario Arturo Gutierrez Alonso::Frédéric Vexo::Daniel Thalmann,Springer,978-1-8480-0116-9,2008,214
"Reliable face recognition methods - system design, implementation and evaluation.",Harry Wechsler,Springer,978-0-387-22372-8,2007,329
Image-based rendering.,Heung-Yeung Shum::Shing-Chow Chan::Sing Bing Kang,Springer,978-0-387-21113-8,2007,408
"Wireless hacks - tips and tools for building, extending, and securing your network (2. ed.).",Rob Flickenger::Roger Weeks,O'Reilly,978-0-596-10144-2,2005,440
Shockwave studio - designing multimedia for the web.,Bob Schmitt,O'Reilly,978-1-56592-231-0,1997,183
C# 3.0 - in a nutshell: a desktop quick reference: covers LINQ and .NET 3.5 CLR and core classes (3. ed.).,Joseph Albahari::Ben Albahari,O'Reilly,978-0-596-52757-0,2007,838
Formal and semi-formal methods for the analysis of industrial control systems.,Bettina Buth,,,2001,251
IEEE standards collection software engineering - 1997 edition.,,IEEE,978-1-55937-898-7,1997,213
Processor architecture - from dataflow to superscalar and beyond.,Jurij Silc::Borut Robic::Theo Ungerer,Springer,978-3-540-64798-0,1999,389
Real-time signal processing - design and implementation of signal processing systems.,John G. Ackenhusen,IEEE,978-0-13-631771-5,1999,461
Incident response - internet computer security.,Kenneth R. van Wijk::Richard Forno,O'Reilly,978-0-59600-130-8,2001,214
Software merging and slicing.,Valdis Berzins,IEEE,978-0-8186-6792-3,1995,233
Reflections on the Work of C. A. R. Hoare.,,Springer,978-1-84882-911-4,2010,
